                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 0.2761,                0.25834,                0.84884,                0.99962,                      1,                  0.995,                0.97727,                0.21773,                0.14429,                 0.7827,             0.00074994,             0.00074994,             0.00074994
                     26,                0.26765,                0.24462,                0.84537,                0.99948,                      1,                  0.995,                0.97921,                0.21252,                0.13479,                0.77943,             0.00072164,             0.00072164,             0.00072164
                     27,                0.26091,                0.24125,                 0.8389,                0.99966,                      1,                  0.995,                0.97604,                0.21412,                0.13908,                0.78015,             0.00069335,             0.00069335,             0.00069335
                     28,                0.26033,                0.23987,                0.84241,                0.99968,                      1,                  0.995,                0.97765,                0.21166,                0.13363,                0.78006,             0.00066506,             0.00066506,             0.00066506
                     29,                0.26109,                0.24562,                 0.8428,                0.99959,                      1,                  0.995,                0.97733,                0.20373,                0.13172,                  0.777,             0.00063676,             0.00063676,             0.00063676
                     30,                0.25513,                0.23426,                0.83712,                0.99968,                      1,                  0.995,                0.98025,                0.20837,                0.12991,                0.77915,             0.00060847,             0.00060847,             0.00060847
                     31,                0.25347,                0.23058,                0.84394,                0.99968,                      1,                  0.995,                 0.9786,                0.21029,                0.13066,                0.78004,             0.00058017,             0.00058017,             0.00058017
                     32,                0.24996,                0.22334,                0.83786,                 0.9997,                      1,                  0.995,                0.98092,                0.21655,                0.13028,                0.78409,             0.00055188,             0.00055188,             0.00055188
                     33,                0.24842,                0.22597,                0.83755,                0.99901,                0.99985,                  0.995,                0.98002,                0.22032,                 0.1342,                0.78556,             0.00052359,             0.00052359,             0.00052359
                     34,                0.25188,                0.22493,                0.83955,                0.99965,                      1,                  0.995,                0.97639,                0.21141,                0.13445,                0.78317,             0.00049529,             0.00049529,             0.00049529
                     35,                0.24685,                0.22336,                 0.8372,                0.99977,                      1,                  0.995,                0.97917,                 0.2185,                0.13583,                0.78504,               0.000467,               0.000467,               0.000467
                     36,                0.24317,                0.22406,                0.83616,                0.99949,                      1,                  0.995,                0.97658,                0.23018,                0.13799,                0.79356,              0.0004387,              0.0004387,              0.0004387
                     37,                 0.2409,                0.21461,                0.83249,                0.99972,                      1,                  0.995,                0.97945,                0.21369,                0.12822,                0.78133,             0.00041041,             0.00041041,             0.00041041
                     38,                0.23583,                0.21297,                0.83645,                0.99854,                      1,                  0.995,                 0.9802,                0.20997,                0.13127,                0.78155,             0.00038211,             0.00038211,             0.00038211
                     39,                0.23145,                0.20789,                0.83506,                0.99974,                      1,                  0.995,                0.98212,                0.20643,                0.12646,                0.77904,             0.00035382,             0.00035382,             0.00035382
                     40,                0.23128,                0.20678,                0.83628,                0.99975,                      1,                  0.995,                0.97921,                 0.2188,                 0.1279,                0.78309,             0.00032553,             0.00032553,             0.00032553
                     41,                0.16364,                0.12749,                0.77666,                0.99963,                      1,                  0.995,                0.97773,                 0.2234,                0.13428,                0.78926,             0.00029723,             0.00029723,             0.00029723
                     42,                 0.1645,                0.13589,                0.77749,                0.99971,                      1,                  0.995,                0.98043,                 0.2197,                0.13461,                0.78314,             0.00026894,             0.00026894,             0.00026894
                     43,                 0.1633,                0.12995,                0.77333,                0.99976,                      1,                  0.995,                 0.9813,                0.21629,                0.12958,                0.78093,             0.00024064,             0.00024064,             0.00024064
                     44,                 0.1573,                0.12307,                0.77154,                0.99969,                      1,                  0.995,                0.97902,                 0.2124,                0.12806,                0.78425,             0.00021235,             0.00021235,             0.00021235
                     45,                 0.1554,                0.11941,                 0.7746,                0.99947,                0.99996,                  0.995,                0.97878,                 0.2124,                0.12603,                0.78165,             0.00018406,             0.00018406,             0.00018406
                     46,                 0.1516,                0.11711,                0.77369,                0.99979,                      1,                  0.995,                0.98272,                 0.2005,                0.12277,                0.77865,             0.00015576,             0.00015576,             0.00015576
                     47,                0.14969,                0.11577,                0.77045,                0.99967,                      1,                  0.995,                0.98388,                0.19782,                0.11612,                0.77617,             0.00012747,             0.00012747,             0.00012747
                     48,                0.14635,                0.11033,                0.77105,                0.99972,                      1,                  0.995,                0.98499,                 0.1955,                 0.1148,                0.77612,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                0.14383,                0.10776,                0.77108,                0.99975,                      1,                  0.995,                0.98401,                0.19161,                0.10939,                0.77561,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                 0.1404,                0.10317,                0.77022,                0.99973,                      1,                  0.995,                0.98305,                0.19408,                0.10918,                0.77569,             4.2584e-05,             4.2584e-05,             4.2584e-05
