                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.78374,                 1.4583,                  1.278,                0.35121,                0.59826,                0.40883,                0.35511,                 1.3215,                 1.9395,                 1.9547,              0.0012875,              0.0012875,              0.0012875
                     12,                0.68767,                 1.3249,                 1.2345,                 0.3615,                0.54423,                0.42239,                  0.369,                 1.1515,                 1.7999,                 1.8838,              0.0012734,              0.0012734,              0.0012734
                     13,                0.68805,                 1.2843,                 1.2236,                0.35387,                0.59221,                0.42409,                0.38386,                  1.244,                 1.9215,                 2.0975,              0.0012592,              0.0012592,              0.0012592
                     14,                0.69707,                 1.2427,                 1.2193,                 0.3191,                0.62722,                0.43302,                0.37913,                  1.195,                 1.7322,                 1.9287,              0.0012451,              0.0012451,              0.0012451
                     15,                0.64379,                 1.2035,                 1.1708,                0.37072,                0.41582,                0.45954,                0.41656,                 1.2736,                  1.856,                 1.6836,              0.0012309,              0.0012309,              0.0012309
                     16,                0.66618,                 1.4126,                 1.1854,                0.31143,                0.70673,                0.45758,                0.38071,                 1.3697,                 1.6762,                 1.7019,              0.0012168,              0.0012168,              0.0012168
                     17,                0.60302,                  1.219,                 1.1529,                0.39143,                0.44858,                0.41223,                0.35174,                 1.3105,                 1.8739,                 1.9357,              0.0012026,              0.0012026,              0.0012026
                     18,                0.67114,                 1.1836,                 1.1918,                0.31754,                0.45752,                0.43929,                0.35505,                 1.3402,                 1.7413,                   1.75,              0.0011885,              0.0011885,              0.0011885
                     19,                0.58763,                 1.1165,                 1.1311,                0.33257,                0.58097,                 0.3773,                0.30841,                 1.4604,                 1.9015,                 1.8861,              0.0011744,              0.0011744,              0.0011744
                     20,                0.62797,                 1.0697,                 1.1337,                 0.6617,                0.73978,                0.70446,                0.49753,                 1.3227,                 1.3549,                 1.6114,              0.0011602,              0.0011602,              0.0011602
                     21,                0.61746,                0.95782,                 1.1582,                0.64251,                0.77522,                  0.766,                0.46414,                 1.4009,                 1.2652,                 1.7383,              0.0011461,              0.0011461,              0.0011461
                     22,                0.61839,                 1.0242,                 1.1661,                0.48457,                0.51617,                0.61026,                 0.4664,                 1.2857,                 1.4027,                 1.6343,              0.0011319,              0.0011319,              0.0011319
                     23,                0.59881,                0.93409,                 1.1393,                0.61181,                 0.5663,                0.70949,                0.54087,                 1.3466,                 1.2201,                  1.753,              0.0011178,              0.0011178,              0.0011178
                     24,                0.57462,                0.93012,                 1.1043,                0.33751,                0.65731,                0.53489,                0.43658,                  1.373,                  1.779,                 1.7446,              0.0011036,              0.0011036,              0.0011036
                     25,                0.54735,                0.88288,                 1.0946,                0.46529,                0.77595,                0.65494,                0.51785,                 1.2478,                 1.1691,                  1.557,              0.0010895,              0.0010895,              0.0010895
                     26,                0.52219,                0.90088,                 1.0558,                0.62104,                 0.6004,                0.71214,                0.61503,                 1.0536,                 1.1002,                 1.4307,              0.0010753,              0.0010753,              0.0010753
                     27,                0.49393,                0.68991,                 1.0265,                0.56385,                0.59174,                0.62584,                0.52932,                 1.5595,                 1.2076,                 1.8029,              0.0010612,              0.0010612,              0.0010612
                     28,                0.57154,                0.69055,                 1.1122,                0.94236,                0.54495,                0.65595,                0.57104,                 1.1168,                 1.3146,                 1.5703,               0.001047,               0.001047,               0.001047
                     29,                0.49214,                0.62012,                 1.0483,                0.45606,                0.73886,                0.79364,                0.60273,                  1.096,                  1.294,                 1.5217,              0.0010329,              0.0010329,              0.0010329
                     30,                0.51423,                0.61802,                 1.0676,                0.98416,                0.64815,                0.71134,                0.62242,                 1.0385,                0.86376,                 1.3999,              0.0010187,              0.0010187,              0.0010187
                     31,                0.50119,                0.62399,                 1.0484,                0.54096,                0.80574,                0.72227,                0.58312,                 1.1408,                 1.0599,                  1.558,              0.0010046,              0.0010046,              0.0010046
                     32,                0.50711,                0.55644,                 1.0721,                0.66302,                0.89365,                0.90089,                0.61575,                 1.1269,                0.97678,                 1.5166,             0.00099044,             0.00099044,             0.00099044
                     33,                0.47875,                0.51907,                 1.0371,                0.69313,                0.92034,                0.80799,                0.62462,                 1.0374,                 0.8193,                  1.392,             0.00097629,             0.00097629,             0.00097629
                     34,                0.49591,                0.53499,                 1.0382,                0.61885,                0.78807,                0.70183,                0.57903,                 1.2678,                 1.0368,                 1.7064,             0.00096215,             0.00096215,             0.00096215
                     35,                0.49062,                0.50914,                 1.0606,                0.97654,                0.57505,                0.67955,                0.60966,                 1.1148,                 1.2775,                  1.497,               0.000948,               0.000948,               0.000948
                     36,                0.49565,                0.52843,                 1.0466,                0.95316,                0.58157,                0.70379,                0.58986,                0.99821,                 1.2086,                 1.3308,             0.00093385,             0.00093385,             0.00093385
                     37,                0.49014,                0.49704,                  1.024,                 0.7411,                0.81306,                0.76035,                0.63402,                 1.0711,                0.82191,                 1.4637,              0.0009197,              0.0009197,              0.0009197
                     38,                0.46167,                0.44587,                  1.016,                0.72627,                0.89038,                0.88312,                0.64791,                 1.0839,                0.85445,                 1.4921,             0.00090556,             0.00090556,             0.00090556
                     39,                0.45189,                0.43101,                 1.0028,                0.85511,                0.92295,                0.90073,                0.69179,                0.85725,                0.61208,                 1.3117,             0.00089141,             0.00089141,             0.00089141
                     40,                0.43352,                0.47672,                0.99136,                0.50224,                0.76545,                0.71114,                0.59905,                 1.1077,                 1.0757,                 1.4588,             0.00087726,             0.00087726,             0.00087726
                     41,                0.41907,                0.44622,                0.97206,                0.55758,                0.75801,                0.71593,                0.61416,                 1.0507,                 0.9608,                 1.4956,             0.00086312,             0.00086312,             0.00086312
                     42,                0.42476,                0.43692,                0.98874,                0.91243,                0.61602,                0.76481,                0.63998,                0.87177,                  1.144,                 1.2815,             0.00084897,             0.00084897,             0.00084897
                     43,                0.38946,                 0.4141,                0.95241,                0.99489,                0.64994,                0.74783,                0.65623,                0.83256,                 1.1187,                 1.3292,             0.00083482,             0.00083482,             0.00083482
                     44,                0.40538,                0.40403,                0.98105,                0.63573,                0.91563,                0.87344,                0.67769,                0.92425,                 0.9369,                 1.4238,             0.00082067,             0.00082067,             0.00082067
                     45,                0.41929,                0.40576,                 0.9619,                0.53927,                0.77277,                0.75176,                0.64222,                0.99811,                 1.1675,                 1.4457,             0.00080653,             0.00080653,             0.00080653
                     46,                0.41267,                0.39995,                0.97501,                0.97677,                0.63595,                0.75154,                0.63833,                0.95229,                 1.1779,                 1.3109,             0.00079238,             0.00079238,             0.00079238
                     47,                0.41408,                0.40267,                0.96629,                0.62401,                0.84969,                0.74491,                0.64591,                0.90218,                0.84778,                 1.3032,             0.00077823,             0.00077823,             0.00077823
                     48,                0.41427,                0.41425,                0.95072,                 0.8082,                0.86424,                0.89752,                0.65935,                0.93384,                0.68224,                 1.3144,             0.00076409,             0.00076409,             0.00076409
                     49,                0.41187,                0.40886,                0.95265,                0.63544,                0.63481,                0.76284,                0.62785,                 1.0082,                 1.1461,                 1.4102,             0.00074994,             0.00074994,             0.00074994
                     50,                0.39741,                0.39248,                0.94474,                0.66559,                0.75202,                0.77192,                0.64658,                0.97931,                0.80344,                  1.349,             0.00073579,             0.00073579,             0.00073579
                     51,                0.34607,                0.34615,                 0.9376,                0.73666,                0.84969,                0.87294,                0.67216,                0.90314,                0.65187,                 1.3043,             0.00072164,             0.00072164,             0.00072164
                     52,                0.35807,                0.33943,                0.92365,                0.72511,                0.85336,                0.86838,                  0.693,                0.87596,                0.70682,                 1.2634,              0.0007075,              0.0007075,              0.0007075
                     53,                0.38328,                0.35111,                0.94381,                0.72883,                 0.8109,                0.89379,                0.68866,                0.84039,                0.84297,                 1.2734,             0.00069335,             0.00069335,             0.00069335
                     54,                0.40489,                0.35613,                0.95669,                0.62214,                0.82405,                0.85148,                0.64738,                0.92911,                 1.1317,                 1.3414,              0.0006792,              0.0006792,              0.0006792
                     55,                0.36559,                 0.3391,                0.92711,                 0.6257,                0.63278,                0.80346,                0.67153,                0.87101,                 1.0158,                 1.3143,             0.00066506,             0.00066506,             0.00066506
                     56,                0.35608,                0.32253,                0.92069,                0.68568,                0.78376,                0.81597,                0.65457,                0.93079,                 0.8445,                 1.3556,             0.00065091,             0.00065091,             0.00065091
                     57,                0.33979,                0.34031,                0.90787,                0.63469,                0.62941,                0.75836,                0.66317,                0.80319,                  1.116,                 1.2528,             0.00063676,             0.00063676,             0.00063676
                     58,                0.32424,                0.31337,                0.89966,                0.75145,                0.72149,                0.87323,                0.68772,                0.83367,                 1.2794,                 1.3105,             0.00062262,             0.00062262,             0.00062262
                     59,                0.32795,                0.32829,                0.91644,                0.62505,                 0.6525,                0.70949,                  0.651,                0.77937,                 1.1457,                 1.2852,             0.00060847,             0.00060847,             0.00060847
                     60,                0.34237,                0.33529,                0.91705,                0.67674,                0.84237,                0.83346,                0.68482,                0.79479,                0.76047,                 1.1981,             0.00059432,             0.00059432,             0.00059432
                     61,                0.31195,                 0.3151,                0.88986,                0.83028,                0.85528,                0.90156,                0.71574,                0.78702,                0.71187,                 1.2364,             0.00058017,             0.00058017,             0.00058017
                     62,                 0.2978,                0.30201,                0.88971,                0.64162,                0.64355,                0.77176,                0.66607,                 0.7748,                0.97336,                  1.281,             0.00056603,             0.00056603,             0.00056603
                     63,                0.31144,                0.30646,                0.90558,                0.65666,                0.64902,                0.82274,                0.69522,                0.75387,                0.92044,                 1.2914,             0.00055188,             0.00055188,             0.00055188
                     64,                0.32782,                0.30894,                0.89324,                0.92956,                0.60804,                0.82728,                0.69611,                0.78819,                 1.1687,                 1.3236,             0.00053773,             0.00053773,             0.00053773
                     65,                0.30302,                0.30082,                0.88294,                0.63762,                0.65125,                0.78263,                0.68242,                0.71909,                 1.0734,                 1.2823,             0.00052359,             0.00052359,             0.00052359
                     66,                 0.2925,                0.29757,                0.87714,                0.98049,                0.64248,                0.81554,                0.69931,                0.73312,                 1.0044,                 1.2597,             0.00050944,             0.00050944,             0.00050944
                     67,                0.29219,                0.29458,                0.87417,                 0.8479,                0.84911,                0.88776,                0.71491,                 0.7477,                0.66558,                  1.231,             0.00049529,             0.00049529,             0.00049529
                     68,                0.29124,                0.27738,                0.87904,                 0.8271,                0.83871,                0.94444,                0.74914,                0.72141,                0.68454,                 1.2056,             0.00048114,             0.00048114,             0.00048114
                     69,                0.28848,                 0.2753,                0.87892,                 0.7032,                0.81306,                0.87144,                0.71475,                0.74072,                0.83425,                 1.2409,               0.000467,               0.000467,               0.000467
                     70,                0.29877,                0.26168,                0.88316,                0.65623,                0.76011,                0.82364,                0.68791,                0.77196,                 1.0613,                 1.2845,             0.00045285,             0.00045285,             0.00045285
                     71,                0.30052,                0.25372,                 0.8821,                0.67472,                0.78441,                0.86724,                0.72656,                0.72031,                0.92987,                 1.2634,              0.0004387,              0.0004387,              0.0004387
                     72,                0.28015,                0.26499,                0.86687,                 0.6852,                0.77277,                0.82607,                0.68521,                0.81419,                 0.8752,                 1.2914,             0.00042456,             0.00042456,             0.00042456
                     73,                0.28364,                0.28157,                0.87121,                0.83129,                0.71691,                0.81182,                0.69249,                0.75531,                 1.0931,                 1.2865,             0.00041041,             0.00041041,             0.00041041
                     74,                0.25727,                0.24932,                0.85791,                0.74458,                 0.7667,                0.88869,                0.73376,                0.67248,                0.76858,                 1.2246,             0.00039626,             0.00039626,             0.00039626
                     75,                0.26529,                0.24678,                0.85305,                0.78666,                0.90731,                0.95885,                0.76988,                0.67394,                0.61758,                 1.2129,             0.00038211,             0.00038211,             0.00038211
                     76,                0.25537,                0.24353,                0.85882,                0.77745,                0.89664,                0.96324,                0.76471,                0.73765,                0.64296,                 1.2798,             0.00036797,             0.00036797,             0.00036797
                     77,                0.27159,                0.24652,                0.86101,                0.86106,                0.92483,                0.97058,                0.76752,                0.75403,                0.55144,                  1.274,             0.00035382,             0.00035382,             0.00035382
                     78,                0.26215,                0.23901,                0.86523,                0.78394,                0.76178,                0.86414,                0.71648,                0.73611,                0.86321,                 1.2351,             0.00033967,             0.00033967,             0.00033967
                     79,                0.24667,                 0.2271,                0.84841,                0.80333,                0.76008,                0.86272,                0.71252,                0.73867,                0.95806,                  1.257,             0.00032553,             0.00032553,             0.00032553
                     80,                0.24222,                0.22016,                0.85142,                0.70265,                 0.7246,                0.79006,                0.68738,                0.70193,                 1.0788,                 1.2611,             0.00031138,             0.00031138,             0.00031138
                     81,                0.25308,                0.22195,                0.86879,                0.69892,                0.78376,                0.88905,                0.72764,                0.74277,                0.83942,                 1.2695,             0.00029723,             0.00029723,             0.00029723
                     82,                0.25992,                0.22408,                 0.8586,                0.99595,                0.60837,                0.82191,                 0.6991,                 0.7484,                 1.0436,                 1.3438,             0.00028308,             0.00028308,             0.00028308
                     83,                0.23702,                0.21433,                0.84429,                0.70619,                0.76913,                0.85587,                 0.7198,                0.70869,                0.89745,                 1.3127,             0.00026894,             0.00026894,             0.00026894
                     84,                0.23616,                0.21448,                0.84667,                0.70943,                  0.814,                0.89553,                0.73489,                0.71092,                 0.7888,                 1.3377,             0.00025479,             0.00025479,             0.00025479
                     85,                0.23185,                0.20964,                0.83818,                 0.7607,                 0.8705,                 0.9299,                0.75272,                 0.7131,                0.67462,                 1.2653,             0.00024064,             0.00024064,             0.00024064
                     86,                0.23022,                0.20552,                0.83471,                0.69673,                0.84177,                0.91183,                0.74713,                0.69002,                0.77088,                 1.2622,              0.0002265,              0.0002265,              0.0002265
                     87,                0.23992,                0.20807,                0.83057,                0.70924,                0.77576,                0.88713,                0.74092,                0.64775,                 0.8001,                 1.2407,             0.00021235,             0.00021235,             0.00021235
                     88,                0.21622,                0.19689,                0.82442,                0.99531,                0.61634,                0.81195,                0.71245,                 0.6656,                0.90773,                 1.2797,              0.0001982,              0.0001982,              0.0001982
                     89,                0.22061,                 0.1977,                0.83158,                0.67607,                0.73614,                 0.8091,                0.71091,                0.68513,                0.92608,                 1.2904,             0.00018406,             0.00018406,             0.00018406
                     90,                0.22179,                0.19422,                0.82084,                0.99722,                0.60277,                0.73688,                  0.676,                0.67584,                 1.1336,                 1.3603,             0.00016991,             0.00016991,             0.00016991
                     91,                0.21356,                0.19447,                0.82563,                0.71236,                0.72826,                0.82262,                0.71886,                0.65347,                0.92308,                 1.3008,             0.00015576,             0.00015576,             0.00015576
                     92,                0.21178,                0.19073,                0.82376,                0.97967,                0.59544,                0.80139,                0.69906,                0.70396,                 1.0265,                 1.3592,             0.00014161,             0.00014161,             0.00014161
                     93,                0.21015,                 0.1885,                0.82986,                0.73831,                0.79109,                0.88656,                0.74312,                0.67426,                0.79863,                 1.2995,             0.00012747,             0.00012747,             0.00012747
                     94,                0.20666,                0.18432,                0.81701,                0.77362,                0.83978,                0.91516,                0.76069,                0.64987,                0.71674,                 1.2664,             0.00011332,             0.00011332,             0.00011332
                     95,                0.20295,                0.18578,                0.81148,                0.75907,                0.85621,                0.91252,                0.75552,                0.66502,                0.70785,                  1.283,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.19672,                0.17974,                0.83136,                0.74716,                0.83585,                 0.9062,                0.75255,                0.66089,                0.74133,                 1.2866,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.19853,                0.17938,                0.82334,                0.77327,                0.83262,                0.91283,                0.75641,                0.65682,                0.73289,                 1.2785,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.20144,                0.18016,                 0.8165,                0.77743,                0.80318,                0.90849,                0.75687,                0.65072,                0.76688,                 1.2708,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.19713,                 0.1758,                0.81655,                0.75581,                0.77643,                0.88918,                0.74624,                0.65286,                0.81624,                 1.2706,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.19364,                0.17501,                0.81377,                0.74814,                0.77643,                0.87548,                0.73979,                0.64901,                0.85221,                 1.2748,             2.8437e-05,             2.8437e-05,             2.8437e-05
