                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                0.31066,                0.56372,                0.82264,                 0.5162,                0.75653,                0.69733,                0.66511,                0.36634,                 1.1403,                0.81405,             0.00086312,             0.00086312,             0.00086312
                     42,                 0.3259,                0.58088,                0.81087,                  0.626,                0.80978,                 0.7001,                0.65561,                0.36296,                0.99044,                0.81159,             0.00084897,             0.00084897,             0.00084897
                     43,                0.32213,                0.53404,                0.81116,                 0.6494,                0.80921,                0.73506,                0.68966,                0.36358,                 1.0946,                0.80999,             0.00083482,             0.00083482,             0.00083482
                     44,                0.36168,                0.77997,                0.82014,                0.78164,                0.80952,                0.85755,                0.74483,                0.45859,                0.87293,                0.82952,             0.00082067,             0.00082067,             0.00082067
                     45,                0.35513,                0.69822,                0.81679,                 0.6311,                0.77583,                0.69709,                0.62713,                0.44422,                 1.2605,                0.85557,             0.00080653,             0.00080653,             0.00080653
                     46,                0.34613,                0.53123,                0.81328,                0.71636,                0.69904,                0.76561,                0.73118,                 0.3779,                 1.0412,                0.81192,             0.00079238,             0.00079238,             0.00079238
                     47,                0.36686,                 0.5391,                0.81838,                0.62848,                0.94048,                0.76634,                0.72613,                 0.3505,                0.87311,                0.81821,             0.00077823,             0.00077823,             0.00077823
                     48,                0.31805,                0.44573,                0.81344,                0.78444,                0.82595,                0.82603,                0.78837,                0.31906,                0.74404,                0.80224,             0.00076409,             0.00076409,             0.00076409
                     49,                0.27116,                0.40648,                0.79957,                0.78193,                 0.8888,                0.95551,                0.91916,                 0.3096,                0.68965,                0.79638,             0.00074994,             0.00074994,             0.00074994
                     50,                 0.2795,                0.45162,                0.79434,                0.36195,                0.91667,                0.70746,                0.67733,                0.32723,                 1.6163,                0.80897,             0.00073579,             0.00073579,             0.00073579
                     51,                0.28115,                0.57029,                0.79602,                0.67614,                0.77919,                0.76762,                0.74385,                0.32152,                 1.0452,                0.79506,             0.00072164,             0.00072164,             0.00072164
                     52,                0.29271,                  0.581,                0.79793,                0.67195,                0.74668,                 0.6735,                0.63697,                0.33097,                 1.1775,                0.80355,              0.0007075,              0.0007075,              0.0007075
                     53,                 0.2897,                0.47984,                0.79819,                 0.6354,                0.74765,                0.68684,                0.64454,                0.34796,                 1.1811,                0.80934,             0.00069335,             0.00069335,             0.00069335
                     54,                0.29691,                0.49329,                0.81826,                 0.6562,                0.87394,                0.81062,                0.77586,                    0.3,                0.96981,                0.80403,              0.0006792,              0.0006792,              0.0006792
                     55,                0.29303,                0.37797,                0.80888,                0.74355,                0.97724,                0.92932,                0.88012,                0.33994,                0.59441,                0.81451,             0.00066506,             0.00066506,             0.00066506
                     56,                0.29939,                0.37347,                0.80766,                 0.7335,                0.94448,                0.94478,                0.90772,                0.29141,                0.75837,                0.79368,             0.00065091,             0.00065091,             0.00065091
                     57,                0.28231,                0.32548,                0.79726,                0.80232,                0.74377,                0.87089,                0.83558,                0.30368,                0.96839,                0.80029,             0.00063676,             0.00063676,             0.00063676
                     58,                0.26697,                0.29731,                0.79025,                0.87408,                0.85451,                 0.9539,                0.91793,                0.31151,                0.51905,                 0.8019,             0.00062262,             0.00062262,             0.00062262
                     59,                 0.2818,                0.35448,                0.78689,                0.78337,                0.91261,                0.96402,                0.92991,                0.28935,                0.79747,                0.79547,             0.00060847,             0.00060847,             0.00060847
                     60,                0.25706,                0.40879,                0.78853,                  0.799,                0.87612,                0.92282,                0.87878,                0.33106,                0.60126,                0.79697,             0.00059432,             0.00059432,             0.00059432
                     61,                0.27183,                0.33411,                0.79996,                  0.777,                0.91175,                0.94974,                0.91385,                0.30702,                0.73212,                0.78541,             0.00058017,             0.00058017,             0.00058017
                     62,                0.26308,                0.28881,                0.78442,                0.74519,                0.75864,                0.91108,                0.87842,                0.27717,                 1.1855,                0.79252,             0.00056603,             0.00056603,             0.00056603
                     63,                0.25935,                0.29535,                0.79621,                 0.8192,                0.94457,                0.97623,                0.93619,                0.30037,                0.51756,                0.80365,             0.00055188,             0.00055188,             0.00055188
                     64,                0.25988,                0.32488,                0.78452,                0.78038,                0.79816,                0.90853,                0.87867,                0.27147,                 1.3252,                0.78938,             0.00053773,             0.00053773,             0.00053773
                     65,                0.25903,                0.37396,                0.77929,                0.73155,                0.82978,                0.90187,                0.86009,                0.31306,                0.85691,                0.80927,             0.00052359,             0.00052359,             0.00052359
                     66,                0.26119,                0.33495,                 0.7956,                0.70906,                0.86751,                0.87639,                0.84427,                0.27802,                0.80751,                0.78853,             0.00050944,             0.00050944,             0.00050944
                     67,                0.26068,                0.27897,                0.77457,                0.73346,                0.84503,                0.88082,                0.84112,                0.29515,                0.85533,                0.79329,             0.00049529,             0.00049529,             0.00049529
                     68,                 0.2385,                0.25079,                0.78354,                0.87372,                0.82631,                0.96877,                0.93117,                 0.2699,                0.66596,                0.79231,             0.00048114,             0.00048114,             0.00048114
                     69,                0.22779,                0.25301,                0.78269,                0.87159,                0.84452,                0.95545,                0.91918,                0.28427,                0.60673,                0.80081,               0.000467,               0.000467,               0.000467
                     70,                0.23025,                0.25335,                 0.7892,                0.73448,                0.85334,                0.89557,                0.86003,                0.26735,                0.89216,                0.79324,             0.00045285,             0.00045285,             0.00045285
                     71,                0.21718,                 0.2256,                0.78263,                0.81456,                0.82617,                0.90575,                 0.8723,                0.27102,                0.71183,                0.79228,              0.0004387,              0.0004387,              0.0004387
                     72,                0.21704,                0.22192,                0.78984,                0.87533,                0.91766,                0.98483,                0.95044,                0.26932,                0.46738,                0.79633,             0.00042456,             0.00042456,             0.00042456
                     73,                 0.2149,                0.21317,                0.77751,                0.82994,                0.95913,                0.99403,                0.95975,                0.25756,                0.45893,                0.79324,             0.00041041,             0.00041041,             0.00041041
                     74,                0.20545,                0.20519,                0.77969,                0.83289,                0.93865,                0.99242,                0.96264,                0.25014,                0.49771,                0.79041,             0.00039626,             0.00039626,             0.00039626
                     75,                0.19513,                0.19876,                0.77766,                0.81781,                0.93308,                0.97782,                 0.9501,                0.26313,                0.52683,                 0.7897,             0.00038211,             0.00038211,             0.00038211
                     76,                 0.1987,                0.18949,                 0.7835,                0.85618,                0.85606,                0.96634,                0.93759,                0.24614,                0.55445,                0.78983,             0.00036797,             0.00036797,             0.00036797
                     77,                0.20402,                0.19371,                0.77144,                0.82645,                0.94448,                0.97794,                0.94338,                0.25787,                0.50091,                0.79349,             0.00035382,             0.00035382,             0.00035382
                     78,                 0.1974,                0.19049,                0.77849,                  0.895,                0.95238,                0.99193,                0.96599,                0.25796,                0.37219,                0.79063,             0.00033967,             0.00033967,             0.00033967
                     79,                0.20206,                0.19213,                0.77875,                 0.8358,                0.96954,                0.99235,                0.96093,                0.25566,                0.41968,                0.79121,             0.00032553,             0.00032553,             0.00032553
                     80,                0.20366,                0.19402,                 0.7837,                0.84957,                0.88713,                0.98555,                 0.9534,                0.24331,                0.49975,                0.78843,             0.00031138,             0.00031138,             0.00031138
                     81,                0.19236,                0.18418,                0.77325,                0.88162,                0.90676,                0.98783,                0.95642,                0.26398,                0.43396,                0.79346,             0.00029723,             0.00029723,             0.00029723
                     82,                0.18582,                0.17702,                0.77205,                0.86377,                0.89611,                0.98942,                0.95922,                0.25309,                0.47772,                0.78794,             0.00028308,             0.00028308,             0.00028308
                     83,                0.17429,                0.16612,                 0.7775,                0.84744,                0.92008,                0.98865,                0.96234,                0.23191,                 0.4619,                0.78885,             0.00026894,             0.00026894,             0.00026894
                     84,                0.17418,                0.16591,                0.78223,                0.84847,                 0.9499,                 0.9908,                0.96269,                0.23855,                0.42803,                0.79284,             0.00025479,             0.00025479,             0.00025479
                     85,                0.17604,                0.16286,                0.77145,                0.81147,                0.93598,                0.98439,                0.95635,                 0.2392,                0.52851,                0.78776,             0.00024064,             0.00024064,             0.00024064
                     86,                0.16893,                0.16367,                0.77445,                0.80491,                0.94672,                0.98984,                0.96752,                0.23921,                0.50013,                0.79035,              0.0002265,              0.0002265,              0.0002265
                     87,                0.16377,                 0.1543,                0.76308,                0.79986,                0.94789,                0.98811,                 0.9629,                0.23576,                0.52275,                0.79271,             0.00021235,             0.00021235,             0.00021235
                     88,                0.16283,                0.15528,                0.77239,                0.83111,                0.92951,                0.98776,                0.96151,                0.23596,                0.50541,                  0.794,              0.0001982,              0.0001982,              0.0001982
                     89,                0.15959,                0.15502,                0.77096,                0.83684,                0.94421,                0.98792,                0.96184,                0.23666,                0.45406,                0.79397,             0.00018406,             0.00018406,             0.00018406
                     90,                0.16189,                0.14896,                0.76623,                0.85008,                0.94027,                0.98977,                0.96364,                0.23726,                0.44109,                0.79237,             0.00016991,             0.00016991,             0.00016991
                     91,                 0.1525,                0.14595,                0.76102,                0.82882,                0.96866,                0.99224,                0.96721,                0.22924,                0.44297,                0.79063,             0.00015576,             0.00015576,             0.00015576
                     92,                0.15536,                0.16383,                0.77941,                 0.8123,                0.96916,                0.99029,                0.96395,                0.23287,                0.51704,                0.78993,             0.00014161,             0.00014161,             0.00014161
                     93,                0.15454,                0.14899,                0.76719,                0.81353,                0.94042,                0.98974,                0.96486,                0.22893,                0.52959,                0.79049,             0.00012747,             0.00012747,             0.00012747
                     94,                0.15394,                0.14422,                0.76658,                0.85142,                0.94876,                0.98948,                0.96271,                0.23061,                0.43102,                0.78863,             0.00011332,             0.00011332,             0.00011332
                     95,                 0.1461,                0.13726,                0.77031,                0.89556,                0.94733,                0.99149,                0.96232,                0.23458,                0.35974,                0.79045,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.14494,                0.13904,                 0.7651,                0.91158,                0.94555,                 0.9942,                0.96429,                0.23361,                0.32821,                0.78973,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.14651,                0.13943,                0.77927,                0.91507,                0.95291,                  0.995,                0.96761,                0.23491,                0.31728,                0.78953,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.14285,                0.13225,                0.77084,                0.88946,                0.96787,                0.99466,                0.96704,                0.22745,                0.33091,                0.79061,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                 0.1454,                0.13309,                0.76938,                0.87736,                0.96125,                0.99466,                0.96808,                 0.2299,                0.36251,                0.79083,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.14174,                0.13258,                0.76991,                0.88136,                0.97292,                0.99356,                0.96487,                 0.2284,                0.36021,                0.79012,             2.8437e-05,             2.8437e-05,             2.8437e-05
