                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                0.24605,                 1.0914,                 0.7991,                0.33308,                      1,                0.37639,                0.37055,                0.23295,                 1.0447,                0.79773,             0.00086312,             0.00086312,             0.00086312
                     18,                0.23852,                  1.085,                 0.7996,                0.33296,                      1,                0.35666,                0.35091,                 0.2375,                 1.0409,                0.79525,             0.00082775,             0.00082775,             0.00082775
                     19,                0.24029,                 1.0843,                    0.8,                 0.3323,                      1,                0.37436,                0.36606,                0.25242,                 1.0566,                0.80065,             0.00079238,             0.00079238,             0.00079238
                     20,                0.22544,                 1.0788,                0.79058,                0.33312,                      1,                0.40592,                0.39802,                0.25222,                 1.0432,                0.79855,             0.00075701,             0.00075701,             0.00075701
                     21,                0.21895,                 1.0689,                0.79216,                0.33319,                      1,                 0.3687,                0.36507,                0.21721,                 1.0394,                0.79173,             0.00072164,             0.00072164,             0.00072164
                     22,                 0.2008,                 1.0622,                0.78718,                0.33296,                      1,                0.36772,                0.36062,                0.23152,                 1.0331,                0.79488,             0.00068628,             0.00068628,             0.00068628
                     23,                0.19489,                 1.0554,                0.78936,                  0.333,                      1,                0.35698,                0.35095,                0.21971,                 1.0356,                 0.7952,             0.00065091,             0.00065091,             0.00065091
                     24,                0.19269,                 1.0538,                0.78435,                0.33316,                      1,                0.36052,                0.35316,                0.22679,                  1.031,                0.79294,             0.00061554,             0.00061554,             0.00061554
                     25,                0.18716,                 1.0487,                0.78637,                0.33298,                      1,                0.39205,                0.38647,                0.21984,                 1.0259,                0.79211,             0.00058017,             0.00058017,             0.00058017
                     26,                0.18605,                  1.051,                0.77891,                0.33306,                      1,                0.36182,                0.35837,                0.21578,                 1.0247,                0.79011,             0.00054481,             0.00054481,             0.00054481
                     27,                0.17854,                 1.0412,                0.78234,                0.33301,                      1,                0.37409,                0.36788,                0.20865,                 1.0225,                0.79003,             0.00050944,             0.00050944,             0.00050944
                     28,                0.18145,                 1.0362,                0.78611,                0.33302,                      1,                0.38082,                0.37579,                0.21161,                  1.023,                0.79058,             0.00047407,             0.00047407,             0.00047407
                     29,                0.17316,                 1.0323,                 0.7785,                0.33317,                      1,                0.36212,                0.35621,                0.21116,                  1.019,                 0.7895,              0.0004387,              0.0004387,              0.0004387
                     30,                0.17098,                 1.0244,                0.77748,                0.33314,                      1,                0.40301,                0.39809,                0.20804,                 1.0183,                0.78989,             0.00040334,             0.00040334,             0.00040334
                     31,                 0.1694,                 1.0255,                0.78428,                0.33434,                0.99657,                0.41965,                0.41482,                0.21414,                 1.0229,                0.79054,             0.00036797,             0.00036797,             0.00036797
                     32,                0.17004,                 1.0131,                0.78446,                0.33322,                      1,                0.43946,                0.43262,                0.21319,                 1.0141,                0.79013,              0.0003326,              0.0003326,              0.0003326
                     33,                0.16471,                0.99405,                0.77969,                0.33492,                0.99556,                0.46807,                0.46134,                0.20499,                 1.0201,                0.78924,             0.00029723,             0.00029723,             0.00029723
                     34,                0.16368,                 1.0057,                0.78057,                 0.3489,                0.99556,                0.48871,                0.48306,                0.20536,                 1.0156,                0.78929,             0.00026186,             0.00026186,             0.00026186
                     35,                0.16276,                0.98562,                0.78208,                 0.5413,                0.93778,                0.68746,                0.67916,                0.21036,                0.97396,                0.78999,              0.0002265,              0.0002265,              0.0002265
                     36,                0.16038,                  0.966,                0.77622,                 0.6529,                0.98065,                0.75155,                0.74237,                0.22036,                0.84646,                0.79124,             0.00019113,             0.00019113,             0.00019113
                     37,                 0.1626,                0.89846,                0.77765,                 0.5756,                0.96457,                0.74341,                0.73278,                0.21222,                0.81595,                0.78778,             0.00015576,             0.00015576,             0.00015576
                     38,                0.15247,                0.85108,                0.77141,                0.61575,                0.95835,                0.74806,                0.74137,                 0.2031,                0.72763,                0.78674,             0.00012039,             0.00012039,             0.00012039
                     39,                0.15211,                0.79358,                0.77677,                0.65887,                0.99804,                0.76151,                0.75578,                0.19228,                0.65507,                0.78533,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     40,                0.14836,                0.70314,                0.77589,                0.64843,                      1,                0.76136,                0.75715,                0.19036,                0.64222,                0.78474,             4.9658e-05,             4.9658e-05,             4.9658e-05
