                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.27279,                 1.1344,                0.81724,                0.33317,                0.99937,                0.41091,                0.39888,                0.27179,                 1.0553,                0.79253,              0.0012269,              0.0012269,              0.0012269
                     12,                 0.2671,                 1.1324,                0.81248,                0.33332,                0.99653,                0.40816,                0.39854,                0.26036,                 1.0529,                0.78816,              0.0012067,              0.0012067,              0.0012067
                     13,                0.25125,                 1.1164,                0.80882,                0.33361,                0.99926,                0.41299,                0.40582,                0.24741,                  1.039,                 0.7872,              0.0011865,              0.0011865,              0.0011865
                     14,                0.24803,                 1.1114,                0.80469,                 0.3332,                      1,                0.39748,                0.38812,                0.25611,                 1.0377,                0.78707,              0.0011663,              0.0011663,              0.0011663
                     15,                0.23944,                 1.1032,                0.80533,                0.33304,                      1,                0.39601,                0.39156,                0.22264,                 1.0369,                0.78094,              0.0011461,              0.0011461,              0.0011461
                     16,                0.23268,                 1.0992,                0.79762,                0.33337,                      1,                0.39293,                0.38419,                0.24115,                 1.0421,                 0.7823,              0.0011258,              0.0011258,              0.0011258
                     17,                0.23513,                 1.1029,                0.80536,                0.33459,                0.99885,                0.40594,                0.39379,                0.26123,                 1.0304,                0.78816,              0.0011056,              0.0011056,              0.0011056
                     18,                0.22809,                 1.0876,                0.80161,                0.33311,                      1,                0.38245,                0.37627,                0.22779,                 1.0248,                0.78132,              0.0010854,              0.0010854,              0.0010854
                     19,                0.22331,                 1.0829,                0.79936,                0.33326,                      1,                0.39055,                0.38163,                0.24371,                 1.0505,                0.79024,              0.0010652,              0.0010652,              0.0010652
                     20,                0.22094,                 1.0811,                0.79938,                0.33309,                      1,                0.38161,                0.37539,                0.23954,                 1.0224,                0.78258,               0.001045,               0.001045,               0.001045
                     21,                0.22974,                 1.0728,                0.80342,                0.33315,                      1,                0.36982,                0.35814,                0.27598,                 1.0432,                0.80351,              0.0010248,              0.0010248,              0.0010248
                     22,                0.21573,                 1.0674,                0.79406,                0.33314,                      1,                 0.3711,                0.36557,                0.21974,                 1.0285,                0.78067,              0.0010046,              0.0010046,              0.0010046
                     23,                0.21855,                 1.0666,                0.79486,                 0.3335,                      1,                0.38699,                0.37604,                0.23834,                  1.021,                0.78481,             0.00098438,             0.00098438,             0.00098438
                     24,                 0.2132,                 1.0719,                0.79867,                0.33319,                      1,                0.38967,                0.38366,                0.22619,                 1.0219,                0.78126,             0.00096417,             0.00096417,             0.00096417
                     25,                0.20385,                 1.0634,                0.79275,                0.33328,                      1,                0.38189,                0.37659,                0.20791,                   1.01,                0.77973,             0.00094396,             0.00094396,             0.00094396
                     26,                0.20316,                 1.0569,                0.78867,                0.33324,                      1,                0.41739,                0.40705,                0.22987,                 1.0151,                0.78208,             0.00092375,             0.00092375,             0.00092375
                     27,                0.20402,                 1.0577,                0.79013,                0.33304,                      1,                0.39723,                0.38934,                0.23778,                 1.0166,                0.80303,             0.00090354,             0.00090354,             0.00090354
                     28,                0.20054,                 1.0558,                0.79189,                0.33311,                0.99691,                0.40187,                0.39639,                 0.2304,                 1.0242,                0.79167,             0.00088333,             0.00088333,             0.00088333
                     29,                0.19783,                 1.0494,                0.79106,                 0.3332,                      1,                0.40802,                0.40507,                0.19211,                 1.0105,                0.77824,             0.00086312,             0.00086312,             0.00086312
                     30,                0.19228,                 1.0528,                0.78717,                0.33312,                      1,                 0.4047,                0.40035,                0.20118,                 1.0125,                0.77787,             0.00084291,             0.00084291,             0.00084291
                     31,                0.19405,                 1.0482,                 0.7878,                0.33311,                      1,                0.40333,                0.39588,                0.22649,                 1.0123,                0.78048,              0.0008227,              0.0008227,              0.0008227
                     32,                0.19173,                 1.0485,                0.79087,                0.33077,                      1,                0.35964,                0.35564,                0.19521,                 1.0128,                0.77721,             0.00080249,             0.00080249,             0.00080249
                     33,                 0.1929,                 1.0441,                0.78366,                0.33312,                      1,                0.40495,                0.39885,                0.20538,                  1.004,                0.77913,             0.00078228,             0.00078228,             0.00078228
                     34,                0.18523,                 1.0431,                0.78598,                0.33337,                      1,                0.41836,                0.41252,                0.19714,                 1.0065,                0.77627,             0.00076207,             0.00076207,             0.00076207
                     35,                0.18927,                 1.0416,                0.78521,                0.33313,                      1,                0.42683,                0.41725,                0.20812,                 1.0081,                0.77815,             0.00074186,             0.00074186,             0.00074186
                     36,                0.18548,                 1.0367,                0.78747,                0.33321,                      1,                0.41782,                0.41386,                0.18079,                 1.0025,                0.77454,             0.00072164,             0.00072164,             0.00072164
                     37,                0.18698,                 1.0352,                0.79148,                0.33317,                      1,                0.40501,                0.39986,                0.20301,                  1.003,                0.77816,             0.00070143,             0.00070143,             0.00070143
                     38,                 0.1865,                 1.0339,                0.78982,                0.33317,                      1,                0.43072,                0.42538,                0.18719,                0.99745,                0.77481,             0.00068122,             0.00068122,             0.00068122
                     39,                0.18328,                 1.0318,                 0.7887,                0.33313,                      1,                0.42252,                0.41014,                0.20728,                 1.0042,                0.77847,             0.00066101,             0.00066101,             0.00066101
                     40,                0.18682,                 1.0248,                 0.7861,                0.33303,                0.99837,                 0.4175,                0.40911,                0.22893,                 1.0068,                0.78353,              0.0006408,              0.0006408,              0.0006408
                     41,                 0.1848,                 1.0357,                0.78846,                0.33324,                      1,                0.43702,                0.43281,                0.18362,                0.99885,                0.77552,             0.00062059,             0.00062059,             0.00062059
                     42,                0.18028,                 1.0236,                0.78538,                0.33225,                      1,                0.46545,                0.45741,                0.19006,                  1.003,                0.77614,             0.00060038,             0.00060038,             0.00060038
                     43,                0.18315,                 1.0236,                0.79102,                0.33294,                      1,                0.47593,                0.46565,                0.22293,                 1.0071,                0.78485,             0.00058017,             0.00058017,             0.00058017
                     44,                0.18384,                 1.0183,                0.78471,                0.33303,                      1,                0.43345,                0.42831,                0.19964,                 1.0008,                0.77827,             0.00055996,             0.00055996,             0.00055996
                     45,                 0.1824,                 1.0188,                 0.7887,                0.33312,                      1,                0.40535,                0.40069,                0.20816,                 1.0006,                0.77739,             0.00053975,             0.00053975,             0.00053975
                     46,                 0.1767,                 1.0151,                0.78231,                0.33313,                      1,                0.41454,                0.40775,                  0.207,                 1.0002,                0.77762,             0.00051954,             0.00051954,             0.00051954
                     47,                0.17404,                 1.0069,                0.78387,                0.33263,                0.99552,                0.48859,                0.48078,                0.22592,                 1.0066,                0.78037,             0.00049933,             0.00049933,             0.00049933
                     48,                0.19104,                 1.0092,                0.78646,                0.33768,                0.99735,                 0.4782,                0.46655,                0.26372,                 1.0104,                0.79338,             0.00047912,             0.00047912,             0.00047912
                     49,                 0.1831,                 1.0011,                0.78647,                 0.3513,                 0.9734,                0.59043,                0.58077,                0.23126,                  1.014,                0.78223,             0.00045891,             0.00045891,             0.00045891
                     50,                0.18054,                  1.011,                0.78439,                0.50099,                0.88583,                 0.6423,                0.63627,                0.20714,                0.95954,                0.77769,              0.0004387,              0.0004387,              0.0004387
                     51,                0.18281,                0.99439,                0.78684,                0.42025,                0.89074,                0.58207,                0.57757,                0.20132,                0.96465,                0.77618,             0.00041849,             0.00041849,             0.00041849
                     52,                0.18215,                0.90809,                0.78602,                0.48792,                0.89019,                0.69013,                0.68241,                 0.2146,                0.85381,                0.78379,             0.00039828,             0.00039828,             0.00039828
                     53,                 0.1884,                0.88151,                0.78682,                 0.5378,                0.87234,                0.71066,                 0.7064,                 0.1898,                0.80141,                0.77603,             0.00037807,             0.00037807,             0.00037807
                     54,                0.18368,                0.77436,                0.78998,                0.63981,                   0.98,                0.69337,                0.68797,                0.20179,                0.67607,                0.77802,             0.00035786,             0.00035786,             0.00035786
                     55,                0.18431,                0.70548,                0.78691,                0.66311,                      1,                0.70977,                0.69952,                0.21341,                0.66095,                0.78456,             0.00033765,             0.00033765,             0.00033765
                     56,                0.18369,                0.67431,                0.78647,                0.56105,                0.95947,                0.69798,                0.68883,                0.21411,                0.72529,                  0.789,             0.00031744,             0.00031744,             0.00031744
                     57,                0.18461,                0.65826,                0.78489,                 0.5549,                0.94013,                0.69006,                0.68133,                0.21294,                0.70252,                0.78432,             0.00029723,             0.00029723,             0.00029723
                     58,                0.18393,                0.63383,                0.78836,                0.52257,                0.87002,                0.70349,                 0.6889,                0.22996,                0.76572,                0.78923,             0.00027702,             0.00027702,             0.00027702
                     59,                0.17558,                0.61977,                0.78598,                0.65229,                0.97873,                0.70233,                0.69577,                0.21661,                0.64726,                0.78653,             0.00025681,             0.00025681,             0.00025681
                     60,                0.17393,                0.60099,                0.78236,                0.66355,                0.99727,                0.68415,                0.67571,                0.24167,                0.60326,                0.78651,              0.0002366,              0.0002366,              0.0002366
                     61,                 0.1702,                0.58873,                0.77728,                0.65455,                 0.9927,                0.68939,                 0.6825,                0.23907,                0.61484,                0.78966,             0.00021639,             0.00021639,             0.00021639
                     62,                0.16545,                0.57839,                 0.7853,                0.66535,                      1,                 0.7116,                0.70409,                0.21413,                 0.5949,                0.78797,             0.00019618,             0.00019618,             0.00019618
                     63,                0.16035,                0.57435,                0.78086,                0.66514,                0.99611,                0.71773,                0.71139,                0.21382,                0.58486,                0.78028,             0.00017597,             0.00017597,             0.00017597
                     64,                0.16079,                0.56332,                0.77757,                  0.665,                      1,                0.70304,                0.69751,                0.21897,                0.60002,                0.78118,             0.00015576,             0.00015576,             0.00015576
                     65,                0.15837,                0.55824,                0.77822,                0.66585,                      1,                0.71832,                0.71141,                0.22335,                0.56084,                0.78425,             0.00013555,             0.00013555,             0.00013555
                     66,                0.15755,                0.54707,                0.77752,                0.66478,                0.99989,                0.73348,                0.72701,                0.20421,                0.57091,                0.78009,             0.00011534,             0.00011534,             0.00011534
                     67,                0.15236,                0.52512,                0.77792,                0.66304,                0.98328,                0.76971,                0.76247,                0.19171,                0.57908,                0.77671,             9.5131e-05,             9.5131e-05,             9.5131e-05
                     68,                0.15508,                0.52371,                0.78159,                0.65499,                0.93578,                0.77152,                0.76495,                0.18249,                0.59238,                 0.7745,              7.492e-05,              7.492e-05,              7.492e-05
                     69,                0.15204,                0.50541,                0.77746,                0.71098,                0.91031,                0.82809,                0.82237,                 0.1819,                0.57855,                0.77473,              5.471e-05,              5.471e-05,              5.471e-05
                     70,                0.14814,                0.47687,                0.77902,                 0.7387,                0.92069,                0.83977,                0.83339,                0.18276,                0.57761,                0.77441,               3.45e-05,               3.45e-05,               3.45e-05
