                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.25669,                 1.0774,                0.79701,                0.32365,                      1,                0.40787,                0.39117,                 0.2742,                 1.1625,                0.80938,              0.0011885,              0.0011885,              0.0011885
                     19,                0.27562,                 1.0717,                0.80982,                0.33883,                      1,                0.40499,                0.38993,                0.28345,                 1.1675,                0.81316,              0.0011744,              0.0011744,              0.0011744
                     20,                 0.2731,                 1.0641,                0.79927,                0.33195,                      1,                  0.446,                0.43636,                0.26348,                 1.1684,                 0.8047,              0.0011602,              0.0011602,              0.0011602
                     21,                0.24678,                 1.0469,                0.79494,                 0.3333,                      1,                 0.4515,                0.44386,                0.25543,                 1.1111,                 0.8006,              0.0011461,              0.0011461,              0.0011461
                     22,                0.23961,                 1.0307,                0.78436,                0.33449,                0.99531,                0.45244,                 0.4451,                0.24229,                 1.1267,                0.79751,              0.0011319,              0.0011319,              0.0011319
                     23,                0.24571,                 1.0693,                0.78806,                0.30539,                0.95001,                0.44052,                0.42989,                0.24958,                 1.2254,                0.80012,              0.0011178,              0.0011178,              0.0011178
                     24,                0.23184,                 1.0402,                0.79029,                0.31003,                0.83844,                0.41809,                0.38789,                0.37499,                 1.3287,                0.87592,              0.0011036,              0.0011036,              0.0011036
                     25,                0.24564,                 1.0477,                0.79428,                0.32833,                0.89333,                0.44811,                0.42383,                0.31138,                 1.2888,                0.82615,              0.0010895,              0.0010895,              0.0010895
                     26,                0.25905,                  1.006,                0.79197,                0.33509,                 0.9791,                0.43826,                0.41891,                0.27622,                 1.1984,                0.80936,              0.0010753,              0.0010753,              0.0010753
                     27,                0.26299,                0.97232,                0.80178,                0.35916,                0.89778,                0.45038,                   0.43,                0.29874,                 1.1557,                0.83153,              0.0010612,              0.0010612,              0.0010612
                     28,                0.26068,                0.98071,                0.79431,                   0.32,                0.86984,                0.45974,                 0.4418,                0.28613,                 1.2675,                0.82079,               0.001047,               0.001047,               0.001047
                     29,                0.26644,                 1.0307,                0.79456,                0.39428,                0.82304,                0.48663,                0.46728,                0.28882,                 1.3247,                0.82106,              0.0010329,              0.0010329,              0.0010329
                     30,                0.24793,                 1.0276,                0.79619,                0.24749,                0.71505,                0.40618,                0.39014,                0.29577,                 1.4574,                0.83925,              0.0010187,              0.0010187,              0.0010187
                     31,                0.23217,                 1.0117,                0.78334,                0.33785,                0.91556,                0.43884,                0.42218,                0.28382,                 1.2011,                0.80957,              0.0010046,              0.0010046,              0.0010046
                     32,                0.22759,                0.94738,                0.78507,                0.33865,                   0.92,                0.45918,                0.44435,                0.26137,                 1.1629,                0.80921,             0.00099044,             0.00099044,             0.00099044
                     33,                0.24641,                0.94169,                0.79412,                0.34963,                0.81505,                 0.4796,                0.46582,                0.26267,                 1.2501,                0.80736,             0.00097629,             0.00097629,             0.00097629
                     34,                 0.2325,                0.90488,                0.78927,                0.45629,                0.77266,                0.57506,                0.56101,                0.25334,                 1.1362,                0.81195,             0.00096215,             0.00096215,             0.00096215
                     35,                0.22539,                0.86577,                0.78482,                0.50263,                 0.6895,                 0.5393,                 0.5171,                0.32639,                 1.3973,                0.84161,               0.000948,               0.000948,               0.000948
                     36,                0.22506,                0.91726,                0.79186,                0.49168,                0.61569,                0.54678,                0.53103,                0.29689,                 1.4331,                0.83265,             0.00093385,             0.00093385,             0.00093385
                     37,                0.24277,                 1.0262,                0.79419,                0.40787,                0.74642,                0.50983,                 0.4911,                0.28906,                 1.6612,                0.82307,              0.0009197,              0.0009197,              0.0009197
                     38,                 0.2531,                0.95695,                0.80257,                0.36136,                0.96394,                0.60489,                0.57845,                0.29353,                 1.1126,                0.82458,             0.00090556,             0.00090556,             0.00090556
                     39,                0.24069,                0.88556,                0.78718,                0.46868,                0.52776,                0.41028,                 0.3832,                0.63607,                 1.8323,                 1.0298,             0.00089141,             0.00089141,             0.00089141
                     40,                0.24715,                0.83835,                0.79209,                0.27699,                0.62993,                0.44955,                0.43177,                 0.3429,                 1.7858,                0.86523,             0.00087726,             0.00087726,             0.00087726
                     41,                0.25829,                0.84198,                0.80676,                0.57195,                0.52651,                0.53853,                0.50007,                0.60542,                 1.6289,                0.99312,             0.00086312,             0.00086312,             0.00086312
                     42,                0.26447,                0.77732,                0.80229,                0.32141,                0.80959,                0.53727,                0.48825,                0.44945,                 1.2532,                0.95003,             0.00084897,             0.00084897,             0.00084897
                     43,                0.25645,                0.80553,                0.80434,                0.33147,                0.67011,                0.44786,                0.39957,                0.46275,                 1.4313,                0.91913,             0.00083482,             0.00083482,             0.00083482
                     44,                0.26039,                0.78388,                0.80226,                0.38452,                0.60707,                0.41506,                0.37313,                0.54006,                 2.1211,                0.98223,             0.00082067,             0.00082067,             0.00082067
                     45,                0.25676,                0.78874,                0.79743,                0.37488,                 0.4856,                0.46969,                0.43915,                0.42079,                  1.992,                0.89636,             0.00080653,             0.00080653,             0.00080653
                     46,                0.23575,                0.73023,                0.78804,                0.34219,                0.66416,                0.49185,                 0.4746,                0.27587,                 1.7712,                0.81207,             0.00079238,             0.00079238,             0.00079238
                     47,                 0.2397,                0.69843,                0.79073,                0.46669,                0.70072,                0.62346,                 0.6092,                0.24184,                 1.1533,                0.79598,             0.00077823,             0.00077823,             0.00077823
                     48,                0.25226,                0.63187,                0.80084,                0.55846,                0.77308,                0.72221,                0.69832,                0.27989,                 1.1022,                0.80523,             0.00076409,             0.00076409,             0.00076409
                     49,                0.26235,                0.57159,                0.78541,                0.56432,                0.74122,                0.54162,                0.52127,                0.29342,                 1.3841,                0.81768,             0.00074994,             0.00074994,             0.00074994
                     50,                0.25558,                 0.5034,                0.78293,                0.58329,                0.78268,                0.77839,                 0.7555,                0.28975,                 1.0756,                0.80997,             0.00073579,             0.00073579,             0.00073579
                     51,                 0.2493,                0.56428,                0.78381,                0.43862,                0.78286,                0.67336,                 0.6536,                0.26162,                   1.16,                0.80211,             0.00072164,             0.00072164,             0.00072164
                     52,                0.26585,                0.49335,                0.79616,                0.69626,                0.77476,                 0.7124,                0.68755,                0.27854,                 1.2767,                0.80299,              0.0007075,              0.0007075,              0.0007075
                     53,                0.24897,                0.45727,                0.79527,                 0.6043,                   0.76,                0.60109,                0.57506,                0.29062,                 1.6216,                0.80838,             0.00069335,             0.00069335,             0.00069335
                     54,                0.25604,                0.45273,                0.79721,                0.77678,                0.79741,                 0.8539,                 0.8319,                0.26548,                0.89484,                0.80275,              0.0006792,              0.0006792,              0.0006792
                     55,                0.25848,                0.66805,                0.79355,                0.55505,                0.78958,                0.61373,                0.59278,                 0.2947,                 1.6852,                0.81225,             0.00066506,             0.00066506,             0.00066506
                     56,                0.25525,                0.46714,                0.79747,                0.67468,                 0.7488,                0.74491,                0.72579,                 0.2684,                 1.0514,                 0.8025,             0.00065091,             0.00065091,             0.00065091
                     57,                0.28671,                 0.4561,                0.80468,                0.56247,                0.73283,                0.69596,                 0.6678,                0.27734,                 1.1254,                0.80839,             0.00063676,             0.00063676,             0.00063676
                     58,                0.25585,                0.47033,                0.79285,                0.73343,                0.80889,                0.88267,                0.85995,                0.28711,                0.83438,                0.81221,             0.00062262,             0.00062262,             0.00062262
                     59,                0.25731,                 0.4113,                0.80053,                0.69572,                0.77164,                0.77056,                0.75303,                0.26281,                 1.0667,                0.80589,             0.00060847,             0.00060847,             0.00060847
                     60,                0.23911,                0.32763,                0.78741,                 0.8462,                0.73844,                0.83346,                0.80879,                0.27809,                0.91648,                0.80843,             0.00059432,             0.00059432,             0.00059432
                     61,                0.23355,                0.35061,                0.79251,                0.83771,                0.82667,                0.93082,                0.86228,                0.35107,                0.66506,                  0.836,             0.00058017,             0.00058017,             0.00058017
                     62,                0.23929,                 0.3221,                0.78688,                 0.8072,                0.73357,                0.80697,                0.78725,                0.26143,                0.96923,                0.80501,             0.00056603,             0.00056603,             0.00056603
                     63,                0.24624,                0.32467,                0.79189,                0.78997,                0.67945,                 0.6972,                0.67426,                0.25509,                 1.1215,                0.80486,             0.00055188,             0.00055188,             0.00055188
                     64,                0.24596,                 0.2998,                0.78949,                0.86741,                0.70032,                 0.8158,                 0.7925,                0.26041,                  1.052,                0.80349,             0.00053773,             0.00053773,             0.00053773
                     65,                0.23189,                0.25562,                0.78058,                0.82255,                0.78214,                0.88544,                0.86096,                0.25962,                0.70778,                0.80352,             0.00052359,             0.00052359,             0.00052359
                     66,                0.22496,                0.24253,                0.78049,                0.82683,                0.72502,                0.75002,                0.70701,                0.31339,                 1.1675,                0.83387,             0.00050944,             0.00050944,             0.00050944
                     67,                0.21626,                0.23686,                0.78737,                0.82426,                0.74914,                0.87237,                0.83243,                0.26903,                0.96854,                0.80886,             0.00049529,             0.00049529,             0.00049529
                     68,                0.23331,                0.34158,                0.78496,                0.89421,                0.76426,                0.92798,                0.87452,                0.31844,                0.65796,                0.81759,             0.00048114,             0.00048114,             0.00048114
                     69,                0.24528,                 0.3361,                0.78727,                0.84452,                 0.7213,                0.88478,                0.85441,                0.28703,                0.84212,                 0.8119,               0.000467,               0.000467,               0.000467
                     70,                0.24726,                0.23687,                0.79016,                0.78717,                0.84899,                0.93416,                0.90759,                0.29824,                0.74919,                0.81378,             0.00045285,             0.00045285,             0.00045285
                     71,                0.22933,                0.22908,                0.77529,                0.88114,                0.75581,                0.88755,                0.86579,                0.25281,                0.81279,                0.80725,              0.0004387,              0.0004387,              0.0004387
                     72,                0.24031,                0.22999,                0.78645,                0.91759,                0.78132,                0.89284,                0.86553,                0.27406,                 0.7825,                 0.8182,             0.00042456,             0.00042456,             0.00042456
                     73,                0.23726,                0.21369,                0.79516,                0.93732,                0.71061,                0.88907,                 0.8651,                0.25093,                0.84062,                0.81448,             0.00041041,             0.00041041,             0.00041041
                     74,                 0.2169,                0.20311,                0.78622,                 0.9002,                0.75405,                0.87383,                0.85129,                0.26835,                0.83723,                0.81343,             0.00039626,             0.00039626,             0.00039626
                     75,                0.22397,                0.20654,                0.78483,                0.87758,                0.74623,                0.87998,                0.85376,                0.27491,                0.91922,                0.80789,             0.00038211,             0.00038211,             0.00038211
                     76,                0.20645,                0.18505,                0.77284,                0.93149,                0.74185,                0.88444,                0.86365,                 0.2725,                0.81499,                 0.8042,             0.00036797,             0.00036797,             0.00036797
                     77,                0.20444,                0.18192,                0.78589,                0.87318,                0.75857,                0.91567,                0.89549,                0.26079,                  0.648,                0.80563,             0.00035382,             0.00035382,             0.00035382
                     78,                0.22685,                 0.1827,                0.78452,                0.93689,                0.75655,                0.91858,                0.89304,                0.26418,                0.70722,                0.80855,             0.00033967,             0.00033967,             0.00033967
                     79,                0.22249,                0.18351,                0.78426,                0.94484,                0.77808,                0.90689,                0.88188,                0.26392,                0.77187,                0.80786,             0.00032553,             0.00032553,             0.00032553
                     80,                0.20146,                0.17601,                0.77512,                0.93158,                0.77422,                0.90084,                0.88163,                0.22794,                0.74164,                0.80345,             0.00031138,             0.00031138,             0.00031138
                     81,                0.17706,                0.16301,                 0.7764,                0.92875,                0.75675,                0.87997,                0.86221,                0.23632,                0.79909,                0.80416,             0.00029723,             0.00029723,             0.00029723
                     82,                0.17077,                0.15603,                0.77553,                0.92376,                0.72488,                0.88436,                0.86582,                 0.2348,                 0.7848,                0.80251,             0.00028308,             0.00028308,             0.00028308
                     83,                0.16729,                0.15749,                0.77378,                0.90987,                 0.7533,                0.87556,                 0.8579,                 0.2314,                0.79609,                0.79911,             0.00026894,             0.00026894,             0.00026894
                     84,                0.16469,                 0.1526,                0.76922,                0.92191,                0.75006,                0.88842,                0.87007,                0.23044,                 0.7382,                0.80084,             0.00025479,             0.00025479,             0.00025479
                     85,                 0.1673,                0.16278,                0.77344,                0.87431,                 0.7438,                0.88386,                0.86744,                0.23727,                0.77714,                0.80152,             0.00024064,             0.00024064,             0.00024064
                     86,                0.17826,                0.15678,                0.77157,                0.91244,                0.75301,                0.92139,                0.90696,                0.22328,                0.62214,                0.79666,              0.0002265,              0.0002265,              0.0002265
                     87,                0.17613,                0.15874,                0.77412,                0.91751,                 0.7438,                0.91029,                0.89349,                0.21372,                0.73284,                0.79546,             0.00021235,             0.00021235,             0.00021235
                     88,                0.16236,                0.14421,                0.77003,                 0.9315,                0.74971,                0.92599,                0.90937,                0.20622,                0.62396,                0.79478,              0.0001982,              0.0001982,              0.0001982
                     89,                0.15481,                 0.1387,                0.77197,                0.77989,                0.89502,                0.93399,                0.91727,                0.21215,                0.62034,                0.79736,             0.00018406,             0.00018406,             0.00018406
                     90,                0.14643,                0.13451,                0.76858,                0.77188,                0.88889,                0.92403,                0.90536,                0.23169,                0.66584,                0.80093,             0.00016991,             0.00016991,             0.00016991
                     91,                0.15321,                0.13624,                0.77153,                0.76906,                0.86961,                0.92531,                0.90638,                0.21986,                0.66308,                0.79962,             0.00015576,             0.00015576,             0.00015576
                     92,                0.14912,                0.13212,                 0.7735,                0.85378,                 0.7928,                 0.9173,                0.89997,                0.21058,                0.63412,                0.79632,             0.00014161,             0.00014161,             0.00014161
                     93,                0.14599,                0.12908,                0.77439,                0.78443,                0.85308,                0.92165,                0.90522,                0.21008,                0.65433,                0.79754,             0.00012747,             0.00012747,             0.00012747
                     94,                0.14411,                0.13008,                 0.7687,                0.86401,                0.81516,                0.93106,                0.91282,                0.21014,                0.61949,                0.79759,             0.00011332,             0.00011332,             0.00011332
                     95,                0.13366,                0.12533,                0.76949,                0.83728,                0.83471,                0.92249,                0.90594,                0.20802,                0.65177,                0.79761,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.13289,                0.12633,                0.76385,                 0.8142,                0.84444,                0.92806,                0.91008,                0.20975,                0.64829,                0.79864,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                 0.1296,                0.12107,                0.77507,                0.85558,                0.83746,                0.93608,                0.92075,                0.20432,                0.61462,                0.79678,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                 0.1306,                0.12317,                0.76592,                0.80656,                0.87945,                 0.9415,                0.92357,                0.20886,                0.58383,                0.79911,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.12755,                 0.1206,                0.77306,                0.82548,                0.84307,                0.93227,                 0.9152,                0.20514,                0.62605,                0.79842,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                 0.1244,                 0.1152,                 0.7658,                0.83638,                0.83534,                0.93446,                0.91695,                 0.2039,                0.62807,                0.79795,             2.8437e-05,             2.8437e-05,             2.8437e-05
